selected_text,analyzed_polarity,sentiment_class
jealous,0.0,neutral
e never speaks to me,0.0,neutral
i`m so tired,-0.4,negative
Bliss,0.0,neutral
xD send it!,0.0,neutral
...No more adventure time,0.5,positive
i have sore throat. that`s suck.,0.0,neutral
no FF tweet for me?,0.0,neutral
exciting,0.3,positive
My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.,0.2375,positive
s miserable,-1.0,negative
do you know if anyone from the believers never die tour is going on warped? i know  i can`t wait haha,0.2,positive
back to my interesting emails...,0.25,positive
Not eating funnel cake at Mag Fest is what I am doing,0.0,neutral
L.A. said 'wipe the slate clean' before the jelly!,0.45833333333333337,positive
First Day at the new job! Yeah!,0.23153409090909088,positive
miss you guys.,0.0,neutral
Happy Mothers Day to all your moms!,1.0,positive
"Oh, that`s bringing back fond memories... I WANT to, but I can`t leave the kittens! (I sent you another pic of Balloon)",0.0,neutral
appreciated,0.2,positive
Happy,0.8,positive
look' way,0.0,neutral
"Oh ****, happy late birthday! (my txt didn`t send  )",0.21250000000000002,positive
"with my illness comes the joys of multiple mouth ulcers,",0.0,neutral
Back from uminaa,0.0,neutral
"math is all that is left for the day, then the DMV",0.0,neutral
stood for 4 hours in heels. all for looks and to b able to look over tall people.,0.5,positive
you did not write back to me,0.0,neutral
love,0.5,positive
interested,0.25,positive
Cheers *lifts coffee cup* here here for Mondays,0.0,neutral
excited!,0.46875,positive
girl u sit ya double decker neck **** DOWN and talk about ppl who are on ur LEVEL and not above,-0.051851851851851864,negative
its okay!!,0.78125,positive
"haven`t twittered in forever. yeah, just had my sixteenth birthday party tonight",0.0,neutral
Yikes!  I hope she was okay.  I never her heard her say her tummy hurt,0.5,positive
Happy Mother`s Day!,1.0,positive
Great,0.8,positive
good,0.7,positive
aw,0.0,neutral
"Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",0.06666666666666665,positive
and jarita i`m going home now and i`m with two hot guys  drool.,0.25,positive
Hope,0.0,neutral
missed th,0.0,neutral
I took my ring out...,0.0,neutral
easier,0.0,neutral
morning ashleighhh  x,0.0,neutral
i dedicated that song to my VW when i sold it,0.0,neutral
not a fan,0.0,neutral
doing well.,0.0,neutral
thank you,0.0,neutral
hope y`all enjoy the MusicBoat Cruise.  What a tough job - haha!!!,0.13391203703703705,positive
worse,-0.4,negative
oh wow THANKS Wayne,0.15000000000000002,positive
omg...did I just see a tweet from Miss Bonnie??? amazing...my phone died yesterday...and oster has alltel  I miss you,0.0,neutral
HAPPY MOTHERS DAY,0.8,positive
TGIF!! But I have so much work to do this weekend,0.2,positive
"Iï¿½m so tired,had a bad day",-0.6999999999999998,negative
Today = marking *135,0.0,neutral
: to triste,0.0,neutral
ScREW,0.0,neutral
Visiting family in hospital = not fun,-0.15,negative
Dinner and A Movie with the Hubby,0.0,neutral
i have no motivation,0.0,neutral
Thanks.,0.2,positive
Very excited as we have just booked tickets to Vegas (we live in the UK) can`t believe the  price of the show tickets,0.3119318181818182,positive
lol   the things u gotta do sometimes man smh lo,0.8,positive
good things,0.7,positive
Less than 24 hrs until GRADUATION!!! Going out tonight to celebrate,-0.32552083333333326,negative
"Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????",0.0,neutral
thanks,0.2,positive
nauseas.,0.0,neutral
not so good mood..,0.7,positive
take a medicine,0.0,neutral
Joe`s version is pretty but it`s a sleeper.  Shouldn`t be played at 1am.,0.25,positive
I`m going to bed ....it`s weird the 1st time in a long time.. He didn`t call and say goodnight  ... Ima lil curious,-0.21666666666666667,negative
lost,0.0,neutral
At work sick,-0.7142857142857143,negative
I wanna go see the cab really bad.,-0.6999999999999998,negative
a brave,0.8,positive
"Unfortunately,",-0.5,negative
", i have a really sore knee cant walk",0.2,positive
I don`t think so  what time are we leacing,0.0,neutral
missed,0.0,neutral
"lucky you,",0.3333333333333333,positive
bored.,-0.5,negative
This song is a slap on you face!!  ? http://blip.fm/~5jib6,0.0,neutral
it doesnt match up,0.0,neutral
what you took your bracket off... ? And now it`s time for bed !,0.0,neutral
how come  its for us now to win ms twitter world.is it not working for you,0.8,positive
that sucks!,-0.375,negative
Get: 'Fightstar - Mercury Summer' here: http://tinyurl.com/dbm4n6 from: http://tinyurl.com/cnkhev  #musicmonday #freemusic,0.0,neutral
good,0.7,positive
i am proud of myself an,0.8,positive
I love,0.5,positive
missing my hobo/*,-0.2,negative
Watching Miley Cyrus on youtube!,0.0,neutral
To eat or not to eat? Its gonna be my last meal for the next 2 weeks.,0.0,neutral
"Ach I`m back on t`internet, and  has to go drive her mate somewhere so is w`out internet",0.0,neutral
pain,0.0,neutral
Should I say goodnight or good morning?,0.7,positive
ly sa,0.0,neutral
Also,0.0,neutral
_lord Can`t we just all get along?,0.0,neutral
Happy Mother`s Day to all you tweeting mothers,0.8,positive
far,0.1,positive
yessssss wore myself out this weekend planting my garden and working,0.0,neutral
excited,0.375,positive
_Toni   i`m having one of those days today also,0.0,neutral
. I don`t like the indentation,0.0,neutral
I just love when all my little brothers friends come over,0.15625,positive
_h786 as ur coming on to here im just off to bed  hows ur day been? x,0.0,neutral
I should be sleep. I have to wake up soooo early,0.1,positive
so sad but there is a reason as to why lol,0.15000000000000002,positive
Nice Photoshop Effects,0.6,positive
at a auto shop getting m suv fix ugh more $   http://twitpic.com/66of2,0.5,positive
'family bird is the word' I <3 FAMILY GUY,1.0,positive
"haha well i was at my friend`s party, but then i realized i forgot my stepmom`s bday, so i had to come home to call her!",0.25,positive
"Trying to got through my 3,000 + unread e-mail messages. Looks like this what I`ll be doing for the rest of the evening.",0.1,positive
better,0.5,positive
"Thanks for the tip! Unfortunately a major crash in my https site,",0.15625,positive
wish me luck!! no a great effort!!,-0.5,negative
Happy,0.8,positive
i would die if they played Pushit.,0.0,neutral
i love me some americana- but no movies to see,0.5,positive
Not had an offer like that for a while,0.0,neutral
sad,-0.5,negative
Going to French. Anyone want to pick me up?,0.0,neutral
"goodnight loveee,",0.0,neutral
cool photo  is that outside your place?,0.175,positive
it made me sad,-0.5,negative
omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho,0.0,neutral
Good,0.7,positive
AHHHH! Cant find anything because I have way too much open,0.0,neutral
good,0.7,positive
booo..,0.0,neutral
Enjoying,0.5,positive
My computer is being killed by a combo of mirrors edge and really poor win7 thermal management...75c gpu = one sad game,-0.375,negative
Very succesful,0.2,positive
goodmorning/,0.0,neutral
Slovakian country side is a refreshing change co,0.5,positive
"Entering twitter `lurk` mode, time to lock the keyboard, just poured me a whiskey",0.0,neutral
interesting,0.5,positive
"you`re fine - trying to kill off the bots and retweets in a bid to be the least popular person on Twitter. Btw, who are you ??",0.2388888888888889,positive
hate,-0.8,negative
we enjoye,0.0,neutral
- I will see if there`s a used organ shop there & let you know. But why not just sign up to ejamming.com and rock out!,0.0,neutral
It is driving me completely insane.,-1.0,negative
Nice!,0.75,positive
Yeahhhhhhhhhhhhh friday..and I work tomorrow,0.0,neutral
! Can`t wait!,0.0,neutral
Lunching at favorite local,0.25,positive
slammed,0.0,neutral
gets to get up at 8am tommorow to collect money for Relay for Life! Yay Me! I do not want to get up,0.0,neutral
I`ve seriously had enough,-0.16666666666666666,negative
was wong?,0.0,neutral
you aint invite me,0.0,neutral
hold on to what you`ve got,0.0,neutral
oh cool,0.35,positive
"I had a joke for you, but it`s too long to tweet.",-0.05,negative
feelin ill.,-0.5,negative
Gonna miss my gurl,0.0,neutral
amazing.,0.6000000000000001,positive
****..,0.0,neutral
you can turn the bird sounds off if you like in twitterena - check out settings from your home page,0.0,neutral
wants to greet all the moms a Happy Mother`s Day!!,0.6,positive
e..especially for the love of conversation,0.5,positive
Hi Corey.. just saw your reply now.. here it is 5:30PM .. an I have a long night coming...,-0.05,negative
heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,-0.03125,negative
swimming and tanning was heaven!,0.0,neutral
bored.,-0.5,negative
amazing,0.6000000000000001,positive
is about to eat a hot link torta!!,0.390625,positive
slower,0.0,neutral
"I`m not sure which part you`re replying to, lol - but BB starts soon",0.275,positive
think yourself lucky!  I also broke  all my fingers at school when a window sash broke with my fingers like pancakes on the sil,0.41666666666666663,positive
Wow.  I hope he gets bette,0.1,positive
"moms, bride & I rockin` the reception",0.0,neutral
And the 10 free minute button didn`t work.,0.4,positive
yumm!,0.0,neutral
.  he`s in bed sick. Heavy fever. Went to dr`s. Part of the reason i`m watching Aladdin 2 now and still haven`t been fed,-0.4571428571428572,negative
if u can smell goodness all around you and energy of big city and pinch on butt feel real YES u are in Chicago,0.1,positive
HORRIBLE,-1.0,negative
about to do a nice monday roast,0.6,positive
I`m not going till Wednesday,0.0,neutral
I`ll stop by for a bit when I`m off.  But have to rush to rehearsal - no quiet for me tonight.,0.0,neutral
Aye. Now I want cheesecake,0.0,neutral
God Ble,0.0,neutral
hey rocstar,0.0,neutral
ontd is our god,0.0,neutral
"**** none. But yea last weekend was crazy, i think i partied to hard, thats why im sic.",-0.2972222222222222,negative
doesn`t get to see her fav5 today like planned,0.0,neutral
im soooo loney,0.0,neutral
Is hungry with a sub,0.0,neutral
hoping,0.0,neutral
What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show,0.0,neutral
good,0.7,positive
excited,0.375,positive
"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",0.19523809523809524,positive
just sick of stupid guys,-0.7571428571428571,negative
d enjoy,0.4,positive
is saddened by Husker Access...no internet!,0.0,neutral
****!,0.0,neutral
May 10 is Human Kindness Day.,0.0,neutral
Kinda pissed really wanted to,0.2,positive
aww...you`re such a softy...I can only imagine you a mess of tears at your own wedding...you won`t even be able to talk,0.185,positive
jealous-,0.0,neutral
sickkkkk.,0.0,neutral
At myhouse with the girls tonight,0.0,neutral
Happy,0.8,positive
Away to the cinema tweet later may the 4th be with you all  x,0.0,neutral
Was easier than expected - yay Google!,-0.125,negative
ahhhh now i have no pic,0.0,neutral
"First fail, cant tweet from phone. Oh how I love my work phone",0.08333333333333333,positive
"says new layout! Back to default Plurk themes, yay. Pero dumugo ilong ko kaka-tweak sa font ha.  http://plurk.com/p/rprmr",0.08522727272727272,positive
_NJ Oh! I`m only in my 7   I just joined Twitter a few days ago....,-0.1,negative
"It`s been fine for me for like, a week, but now it just won`t load.",0.4166666666666667,positive
Thanks a lot! You`re very kind!  I just got back from a nice drive in the 500. Such a fun car to drive  Have a nice day,0.3892857142857143,positive
giant wet stinky **** on me,-0.05,negative
**** up your nose!,0.0,neutral
Wishes,0.0,neutral
"It`s this year. Can`t catch it, won`t be in NY till Oct 2010",0.0,neutral
is killing me,0.0,neutral
Why?,0.0,neutral
agreed,0.0,neutral
ily,0.0,neutral
best,1.0,positive
way to many chocolate animal crackers,0.5,positive
oh.. tnx for following cass.,0.0,neutral
don`t know  and no not at all,0.0,neutral
'My problem isn`t that I miss you... `cause I don`t',0.0,neutral
"sooo sad,",-0.5,negative
whooo hoooo,0.0,neutral
thanks,0.2,positive
It`s  last Friday today,0.0,neutral
Taylor Swift and Joe Jonas looked really good together. I`m kinda sad they broke up.,0.09999999999999998,positive
You too sweetie,0.0,neutral
sick,-0.7142857142857143,negative
Mom says I have to get a new phone IMMEDIATELY....off to T-Mobile.  she paying....,0.13636363636363635,positive
sick,-0.7142857142857143,negative
i wanna join,0.0,neutral
i am a freshman in this site. how to update? help,0.0,neutral
nowhere babe  ice come to do a few jobs here this morning *sigh*,-0.2,negative
heartbroken,0.0,neutral
"just finished some Sunday cleaning, waiting to read the next chapter of Kiyosaki`s book so i can hit a cleaner",0.0,neutral
Why can`t I sleep ????? Is it too much to ask for :-P,0.475,positive
If only I had a job...,0.0,neutral
Yay!,0.0,neutral
love,0.5,positive
.HAPPY MOTHERS DAY,0.0,neutral
enjoy!,0.5,positive
o sorry!,-0.625,negative
&its breakin my heart;,0.0,neutral
was hot!,0.3125,positive
I should be doing history.....,0.0,neutral
e fun,0.3,positive
"Cleaning my roooooooooom, about to continue playing with my DSI",0.0,neutral
doesn`t hurt anymore,0.0,neutral
"god bless, and have a great day!",1.0,positive
